Name,HOF_status,G,PA,HR,R,RBI,SB,AVG,OBP,SLG,wRC+,Off,Def,WAR
Bobby Avila,not_HOF,1300,5343,80,725,467,78,0.281,0.359,0.388,108,48,18.6,24.8
Cliff Floyd,not_HOF,1621,6063,233,824,865,148,0.278,0.358,0.482,118,156.9,-103.4,24.7
John Stone,not_HOF,1200,5006,77,739,707,45,0.31,0.376,0.467,114,90.7,-22.4,24.6
Jean Segura,not_HOF,1413,5937,110,737,513,211,0.281,0.327,0.401,96,-2.8,53,24.6
Joe Rudi,not_HOF,1547,6077,179,684,810,25,0.264,0.311,0.427,111,69.1,-26.5,24.6
Orlando Cabrera,not_HOF,1985,8255,123,985,854,216,0.272,0.317,0.39,83,-150.9,124.9,24.6
Whitey Kurowski,not_HOF,916,3691,106,518,529,19,0.286,0.366,0.455,126,119,-2.1,24.5
George Pinkney,not_HOF,1163,5189,21,874,539,296,0.263,0.345,0.338,105,40.9,34.5,24.5
Geoff Jenkins,not_HOF,1349,5254,221,688,733,32,0.275,0.344,0.49,111,63.1,15.5,24.5
Garry Templeton Sr.,not_HOF,2079,8208,70,893,728,242,0.271,0.304,0.369,83,-166.7,134.3,24.5
Andre Ethier,not_HOF,1455,5425,162,641,687,29,0.285,0.359,0.463,122,143.9,-77.5,24.4
Ripper Collins,not_HOF,1084,4205,135,615,659,18,0.296,0.36,0.492,126,139.5,-26.9,24.3
Jim Ray Hart,not_HOF,1125,4236,170,518,578,17,0.278,0.345,0.467,129,136.1,-66,24.3
Hank Bauer,not_HOF,1544,5776,164,833,703,50,0.277,0.346,0.439,114,99.6,-48.3,24.3
Amos Strunk,not_HOF,1512,5803,15,696,530,185,0.284,0.359,0.374,112,55.1,-27.2,24.3
Bob Bescher,not_HOF,1228,5277,28,749,345,428,0.258,0.353,0.351,109,100.4,-50.7,24.1
Terry Kennedy,not_HOF,1491,5421,113,474,628,6,0.264,0.314,0.386,94,-43.5,96.6,24.1
Tony Gonzalez,not_HOF,1559,5793,103,690,615,79,0.286,0.35,0.413,114,85.5,-58.9,24.1
George Wood,not_HOF,1280,5821,68,965,601,113,0.273,0.329,0.403,113,98.7,-57,24.1
B.J. Upton,not_HOF,1469,5858,164,723,586,300,0.243,0.321,0.402,98,26.6,15.1,24.1
Ival Goodman,not_HOF,1107,4440,95,609,525,49,0.281,0.352,0.445,119,112.5,-11.5,24
Andy Seminick,not_HOF,1304,4571,164,495,556,23,0.243,0.347,0.417,107,41.7,49.8,24
Todd Frazier,not_HOF,1244,4949,218,604,640,73,0.241,0.318,0.445,107,41.4,32.2,24
Johnny Ray,not_HOF,1353,5664,53,604,594,80,0.29,0.333,0.391,100,-2.6,46.3,24
Dave Cash,not_HOF,1422,6057,21,732,426,120,0.283,0.334,0.358,95,-38.3,69.7,24
Al Smith,not_HOF,1554,6320,168,865,698,70,0.273,0.358,0.431,116,124,-87.1,24
George McQuinn,not_HOF,1550,6597,135,832,794,32,0.276,0.357,0.424,108,58.2,-54.1,24
Delino DeShields,not_HOF,1615,6652,80,872,561,463,0.268,0.352,0.377,101,35.5,-17.7,24
Juan Pierre,not_HOF,1994,8280,18,1075,517,614,0.295,0.343,0.361,86,-58.6,28.9,24
Paul Konerko,not_HOF,2349,9505,439,1162,1412,9,0.279,0.354,0.486,118,129.6,-211.7,24
Buck Freeman,not_HOF,1126,4619,82,588,713,92,0.293,0.346,0.462,127,149.5,-70,23.9
Gus Suhr,not_HOF,1435,5989,84,714,818,53,0.279,0.368,0.428,114,113.9,-62.8,23.9
Mickey Rivers,not_HOF,1468,6026,61,785,499,267,0.295,0.327,0.397,106,57.1,-25.2,23.9
Billy Goodman,not_HOF,1623,6446,19,807,591,37,0.3,0.376,0.378,101,10.5,13.5,23.9
Deacon McGuire,not_HOF,1781,6932,45,770,840,117,0.278,0.341,0.372,99,-31,41.6,23.9
Tony Pena Sr.,not_HOF,1988,7073,107,667,708,80,0.26,0.309,0.364,83,-156.2,155.1,23.9
Garret Anderson,not_HOF,2228,9177,287,1084,1365,80,0.293,0.324,0.461,100,-12.6,-59.6,23.9
Earl Battey,not_HOF,1141,4104,104,393,449,13,0.27,0.349,0.409,107,33.9,72.3,23.8
Jimmy Wolf,not_HOF,1198,5239,18,779,593,186,0.29,0.327,0.387,112,87.1,-27.6,23.8
Curt Walker,not_HOF,1359,5572,64,718,688,96,0.304,0.374,0.44,110,80.7,-31.1,23.8
Rondell White,not_HOF,1474,5852,198,756,768,94,0.284,0.336,0.462,107,53.5,-3.3,23.8
Andre Thornton,not_HOF,1565,6295,253,792,895,48,0.254,0.36,0.452,122,154.7,-133.5,23.8
Willie Jones,not_HOF,1691,6714,190,786,812,40,0.258,0.343,0.41,103,26.4,-4.3,23.8
Joe Ferguson,not_HOF,1013,3624,122,407,445,22,0.24,0.358,0.409,118,75.7,31.4,23.7
Bill Mueller,not_HOF,1216,4886,85,663,493,20,0.291,0.373,0.425,112,59.1,22.2,23.7
Tom Tresh,not_HOF,1192,4895,153,595,530,45,0.245,0.335,0.411,115,83.7,-2.5,23.7
Yunel Escobar,not_HOF,1434,5957,90,689,519,34,0.282,0.35,0.386,103,-3.4,40.3,23.7
Stan Spence,not_HOF,1112,4446,95,541,575,21,0.282,0.369,0.437,124,115,-46.1,23.5
Johnny Hopp,not_HOF,1393,4804,46,698,458,128,0.296,0.368,0.414,114,105.1,-29.8,23.5
Aaron Rowand,not_HOF,1358,4817,136,613,536,67,0.273,0.33,0.435,100,10,70.4,23.5
Howard Johnson,not_HOF,1531,5715,228,760,760,231,0.249,0.34,0.446,117,122.3,-89.4,23.5
Bobby Lowe,not_HOF,1818,7741,71,1131,984,302,0.273,0.325,0.36,86,-125.7,100.6,23.5
Woodie Held,not_HOF,1390,4645,179,524,559,14,0.24,0.331,0.421,107,43.5,46.7,23.4
Tilly Walker,not_HOF,1421,5668,118,696,679,129,0.281,0.339,0.427,112,76.2,-51.5,23.4
Danny Green,not_HOF,923,3938,29,552,423,192,0.293,0.359,0.391,122,112.4,-20,23.3
Socks Seybold,not_HOF,997,4114,51,478,556,66,0.294,0.353,0.424,128,120.6,-38.8,23.3
Dan Uggla,not_HOF,1346,5509,235,759,706,26,0.241,0.336,0.447,109,75,-17.6,23.3
Tom Brunansky,not_HOF,1800,7169,271,804,919,69,0.245,0.327,0.434,106,29.3,-35.8,23.3
Larry Hisle,not_HOF,1197,4780,166,652,674,128,0.273,0.347,0.452,123,126.2,-66.2,23.2
Mark Grudzielanek,not_HOF,1802,7603,90,946,640,133,0.289,0.332,0.393,91,-80,69.4,23.2
Johnny Mostil,not_HOF,972,4096,23,618,376,176,0.301,0.386,0.427,113,64.3,20.9,23
Jim Northrup,not_HOF,1392,5215,153,603,610,39,0.267,0.333,0.429,116,86.3,-28.1,23
Bret Boone,not_HOF,1780,7433,252,927,1021,94,0.266,0.325,0.442,101,-3,-8.6,23
Johnny Bates,not_HOF,1154,4597,25,565,417,187,0.278,0.367,0.377,120,110.7,-53.5,22.9
Tom Burns,not_HOF,1251,5198,39,722,683,162,0.264,0.303,0.364,95,-39,90.8,22.9
Irish Meusel,not_HOF,1289,5309,106,701,819,113,0.31,0.348,0.464,116,106.6,-60.8,22.9
Billy Rogell,not_HOF,1482,5919,42,755,609,82,0.267,0.351,0.37,87,-130.4,140.7,22.9
Tom Herr,not_HOF,1514,6116,28,676,574,188,0.271,0.347,0.35,97,-7.9,24.8,22.9
Starlin Castro,not_HOF,1573,6579,138,698,678,89,0.28,0.319,0.412,97,-45.8,62.3,22.9
Bill North,not_HOF,1169,4621,20,640,230,395,0.261,0.365,0.323,106,47.7,20.2,22.8
Casey Stengel,not_HOF,1277,4869,60,575,535,131,0.284,0.356,0.41,120,105.7,-53,22.8
Greg Gagne,not_HOF,1798,6209,111,712,604,108,0.254,0.302,0.382,83,-150.5,174.1,22.8
Tommy Harper,not_HOF,1810,7164,146,972,567,408,0.257,0.338,0.379,104,69.1,-84.7,22.8
Bernard Gilkey,not_HOF,1239,4626,118,606,546,115,0.275,0.352,0.434,111,54.7,22.8,22.7
Jack Barry,not_HOF,1223,4902,10,532,429,153,0.243,0.321,0.303,91,-48.1,103.2,22.7
John Roseboro,not_HOF,1585,5527,104,512,548,67,0.249,0.326,0.371,93,-49.1,82.4,22.7
Wally Moon,not_HOF,1457,5566,142,737,661,89,0.289,0.371,0.445,119,121.6,-78.6,22.7
Ramon Hernandez,not_HOF,1526,5701,169,580,757,9,0.263,0.327,0.417,96,-59.4,99,22.7
Zeke Bonura,not_HOF,917,4026,119,600,704,19,0.307,0.38,0.487,119,108,-17.9,22.6
Al Bumbry,not_HOF,1496,5619,54,778,402,254,0.281,0.343,0.378,106,55.6,-22.8,22.6
Danny Tartabull,not_HOF,1406,5842,262,756,925,37,0.273,0.368,0.496,133,223,-202.8,22.6
Justin Morneau,not_HOF,1545,6392,247,772,985,5,0.281,0.348,0.481,116,104,-95.1,22.6
Steve Sax,not_HOF,1769,7632,54,913,550,444,0.281,0.335,0.358,97,-10,-23.8,22.6
George Shafer,not_HOF,871,3784,11,601,317,34,0.282,0.326,0.367,118,95.5,4.1,22.5
Milt Stock,not_HOF,1628,6951,22,839,696,155,0.289,0.339,0.361,98,-35.3,8.9,22.5
Trot Nixon,not_HOF,1092,4224,137,579,555,30,0.274,0.364,0.464,115,77.8,4.4,22.4
Randy Velarde,not_HOF,1273,4813,100,633,445,78,0.276,0.352,0.408,103,22.1,42.1,22.4
Burt Shotton,not_HOF,1387,5742,9,746,290,293,0.271,0.365,0.333,111,61,-46.8,22.4
Tommy Corcoran,not_HOF,2200,9368,34,1184,1135,387,0.256,0.289,0.335,73,-333.2,208.9,22.4
Tom York,not_HOF,963,4211,15,743,502,15,0.274,0.31,0.384,116,95.2,-9,22.3
Jay Buhner,not_HOF,1472,5927,310,797,965,6,0.254,0.359,0.494,123,167.4,-142.1,22.3
Bill Bruton,not_HOF,1610,6668,94,937,545,207,0.273,0.328,0.393,97,-18.1,32.3,22.3
Juan Uribe,not_HOF,1826,6715,199,724,816,48,0.255,0.301,0.418,85,-128.5,126.9,22.3
John Briggs,not_HOF,1366,4837,139,601,507,64,0.253,0.355,0.416,121,108.2,-64.9,22.2
Casey Blake,not_HOF,1265,5091,167,644,616,36,0.264,0.336,0.442,106,42.7,10.7,22.2
Barney McCosky,not_HOF,1170,4760,24,664,397,58,0.312,0.386,0.414,112,67.2,-17.5,22.1
Mike Mowrey,not_HOF,1276,4979,7,485,461,167,0.256,0.334,0.329,97,-8.6,51.6,22.1
Sam Wise,not_HOF,1175,5140,49,834,672,203,0.272,0.332,0.397,110,85.9,-22.3,22.1
Chone Figgins,not_HOF,1282,5360,35,708,403,341,0.276,0.349,0.363,95,29.4,10.1,22.1
Marlon Byrd,not_HOF,1574,6123,159,740,710,56,0.275,0.329,0.43,102,16.7,0.1,22.1
Cesar Tovar,not_HOF,1488,6177,46,834,435,226,0.278,0.335,0.368,101,16.3,7.4,22.1
Solly Hofman,not_HOF,1194,4691,19,554,495,208,0.269,0.34,0.352,106,43.9,3.6,22
Travis Hafner,not_HOF,1183,4782,213,619,731,11,0.273,0.376,0.498,132,179,-120,22
Billy Southworth,not_HOF,1191,4927,52,661,561,138,0.297,0.359,0.415,112,57.4,-11.3,22
Jeff Conine,not_HOF,2024,7782,214,870,1071,54,0.285,0.347,0.443,107,63.8,-100.2,22
Jerry Denny,not_HOF,1237,5134,74,714,667,130,0.26,0.287,0.384,96,-38.8,83.1,21.9
Jerry Mumphrey,not_HOF,1585,5545,70,660,575,174,0.289,0.349,0.396,109,59.6,-29.7,21.9
Rick Burleson,not_HOF,1346,5717,50,656,449,72,0.273,0.328,0.361,88,-90.2,113.4,21.9
Todd Zeile,not_HOF,2158,8649,253,986,1110,53,0.265,0.346,0.423,104,28.5,-94.4,21.9
Michael Bourn,not_HOF,1361,5323,36,678,361,341,0.266,0.329,0.357,88,-12.7,55.8,21.8
Eddie Miller,not_HOF,1510,5816,97,539,640,64,0.238,0.29,0.352,79,-137.6,168.8,21.8
Mike Bordick,not_HOF,1720,6484,91,676,626,96,0.26,0.323,0.362,84,-141.2,139.7,21.8
Gene Alley,not_HOF,1195,4332,55,442,342,63,0.254,0.31,0.354,87,-59.1,116.2,21.7
Chief Zimmer,not_HOF,1280,5076,26,617,625,151,0.269,0.339,0.369,96,-44.8,84.9,21.6
Steve Brodie,not_HOF,1437,6314,25,886,900,289,0.303,0.364,0.381,104,37.5,-35.4,21.6
A.J. Pierzynski,not_HOF,2059,7815,188,807,909,15,0.28,0.319,0.42,92,-142.2,94.1,21.6
Jim Landis,not_HOF,1346,5025,93,625,467,139,0.247,0.344,0.375,103,28,33.6,21.5
Jason Bay,not_HOF,1278,5258,222,737,754,95,0.266,0.36,0.481,121,163.3,-118.9,21.5
Mike Napoli,not_HOF,1392,5330,267,697,744,39,0.246,0.346,0.475,119,104,-74.7,21.5
Charlie Jamieson,not_HOF,1779,7488,18,1062,552,131,0.303,0.378,0.385,102,3.2,-54,21.5
AJ Pollock,not_HOF,1087,4152,145,575,485,122,0.273,0.328,0.464,111,68.2,4.5,21.4
Ernie Whitt,not_HOF,1328,4271,134,447,534,22,0.249,0.324,0.41,98,-16.2,82.3,21.4
Wes Parker,not_HOF,1288,4835,64,548,470,60,0.267,0.351,0.375,112,68.4,-28.5,21.4
Mike Stanley,not_HOF,1467,4989,187,625,702,13,0.27,0.37,0.458,118,119,-71.4,21.4
Shannon Stewart,not_HOF,1386,6205,115,853,580,196,0.297,0.36,0.43,107,65.2,-59.3,21.4
Jack Tobin,not_HOF,1619,6872,64,936,581,147,0.309,0.364,0.42,108,60.5,-91.9,21.4
Bake McBride,not_HOF,1071,4202,63,548,430,183,0.299,0.345,0.42,111,64.5,3.2,21.3
Charlie Hickman,not_HOF,1081,4252,59,478,614,72,0.295,0.331,0.44,126,121.9,-62.7,21.3
Johnny Kling,not_HOF,1260,4640,20,474,513,123,0.271,0.318,0.357,100,-8.1,45.6,21.3
Bob O'Farrell,not_HOF,1491,4742,51,517,549,35,0.273,0.36,0.388,100,7.7,46.3,21.3
Eddie Foster,not_HOF,1500,6317,6,732,451,195,0.264,0.329,0.326,91,-73.8,59.3,21.3
Dan Driessen,not_HOF,1732,6344,153,746,763,154,0.267,0.356,0.411,113,102.1,-107.1,21.3
Richard Hidalgo,not_HOF,987,3929,171,531,560,48,0.269,0.345,0.49,111,47.2,42.6,21.2
Norm Siebern,not_HOF,1406,5267,132,662,636,18,0.272,0.369,0.423,118,109.2,-57.8,21.2
Jason Varitek,not_HOF,1546,5839,193,664,757,25,0.256,0.341,0.435,99,-27.5,43.8,21.2
Jeff McNeil,not_HOF,923,3621,80,432,367,37,0.284,0.351,0.428,117,74.4,15.2,21.1
Don Slaught,not_HOF,1327,4503,77,415,476,18,0.283,0.338,0.412,104,17.5,34.6,21.1
Alvin Davis,not_HOF,1206,5010,160,568,683,7,0.28,0.38,0.45,125,142.4,-104.8,21.1
Mike Sweeney,not_HOF,1454,5848,215,759,909,53,0.297,0.366,0.486,117,121.2,-106.5,21.1
Mike Mitchell,not_HOF,1124,4611,27,514,514,202,0.278,0.34,0.38,111,62.7,-22.1,21
Jason Kipnis,not_HOF,1165,4984,126,607,545,136,0.26,0.333,0.416,103,47.3,-15.4,21
Orlando Hudson,not_HOF,1345,5413,93,648,542,85,0.273,0.341,0.412,98,-2.5,34.6,21
Jimmy Slagle,not_HOF,1298,5770,2,779,344,273,0.268,0.352,0.317,102,19.7,-22,21
Jose Cardenal,not_HOF,2017,7696,138,936,775,329,0.275,0.333,0.395,103,45.4,-90.5,21
Patsy Donovan,not_HOF,1821,8133,16,1318,736,518,0.301,0.347,0.355,98,7.4,-94.4,21
Sammy Strang,not_HOF,903,3512,16,479,253,216,0.269,0.377,0.343,117,81.7,-10,20.9
Daniel Murphy,not_HOF,1452,5755,138,710,735,68,0.296,0.341,0.455,113,87.1,-68,20.9
Pete Ward,not_HOF,973,3511,98,345,427,20,0.254,0.339,0.405,116,60.9,33,20.8
Abner Dalrymple,not_HOF,951,4384,43,813,407,58,0.288,0.323,0.41,118,107.9,-44.7,20.8
Charlie Blackmon,not_HOF,1624,6825,227,996,801,148,0.293,0.353,0.479,109,88.9,-105.9,20.8
Al Bridwell,not_HOF,1252,4928,2,457,348,136,0.255,0.347,0.295,95,-38.9,60.4,20.7
Ruppert Jones,not_HOF,1331,5041,147,643,579,143,0.25,0.33,0.416,106,31.6,2.6,20.7
Martin Prado,not_HOF,1458,5861,100,664,609,40,0.287,0.335,0.412,103,6.1,9.6,20.7
Jimmy Barrett,not_HOF,866,3835,16,580,255,143,0.291,0.379,0.359,117,83.5,-10.1,20.6
Bob Nieman,not_HOF,1113,3947,125,455,544,10,0.295,0.373,0.474,130,137,-64.9,20.6
Oscar Gamble,not_HOF,1584,5197,200,656,666,47,0.265,0.356,0.454,127,156.3,-130.4,20.6
Richard Hoblitzell,not_HOF,1318,5370,27,591,593,173,0.278,0.341,0.374,109,51.7,-40.6,20.6
Josh Reddick,not_HOF,1305,4879,146,597,575,61,0.262,0.321,0.426,104,43.6,-11.4,20.5
Donn Clendenon,not_HOF,1362,5112,159,594,682,90,0.274,0.328,0.442,116,94.8,-77.8,20.5
Aaron Hill,not_HOF,1559,6217,162,736,695,74,0.266,0.323,0.417,96,-22.6,20.1,20.5
Jay Bruce,not_HOF,1650,6642,319,839,951,65,0.244,0.314,0.467,106,47.4,-56.5,20.5
Mark Kotsay,not_HOF,1914,7110,127,790,720,98,0.276,0.332,0.404,95,-58,31.6,20.5
Patsy Dougherty,not_HOF,1233,5109,17,678,413,261,0.284,0.346,0.36,118,115.3,-97.3,20.4
Gorman Thomas,not_HOF,1436,5486,268,681,782,50,0.225,0.324,0.448,114,78,-63.2,20.4
Duffy Lewis,not_HOF,1459,6007,38,612,793,113,0.284,0.333,0.384,109,34.3,-45.5,20.4
Matty Alou,not_HOF,1667,6220,31,780,427,156,0.307,0.345,0.381,106,42.1,-69.1,20.4
Freddie Patek,not_HOF,1650,6247,41,736,490,385,0.242,0.309,0.324,79,-114.8,105.1,20.4
Dave Kingman,not_HOF,1941,7429,442,901,1210,85,0.236,0.302,0.478,113,107.5,-162.2,20.4
Dickie Thon,not_HOF,1387,4871,71,496,435,167,0.264,0.317,0.374,94,-28.2,62.3,20.3
Buck Weaver,not_HOF,1254,5292,21,623,421,172,0.272,0.307,0.355,91,-61.1,67.9,20.3
Joe Vosmik,not_HOF,1414,6084,65,818,874,23,0.307,0.369,0.438,104,27.1,-40.8,20.3
Dots Miller,not_HOF,1589,6476,32,711,715,177,0.263,0.314,0.357,95,-43.6,19.9,20.3
George Bell,not_HOF,1587,6592,265,814,1002,67,0.278,0.316,0.469,111,85.2,-103.5,20.3
Pepper Martin,not_HOF,1189,4521,59,754,501,146,0.298,0.358,0.443,114,103.4,-43,20.2
Fred Luderus,not_HOF,1346,5406,84,570,642,55,0.277,0.34,0.403,114,58.8,-51,20.2
Joe Randa,not_HOF,1522,6007,123,697,739,42,0.284,0.339,0.426,94,-48.9,49.3,20.2
Gregg Jefferies,not_HOF,1465,6072,126,761,663,196,0.289,0.344,0.421,107,57.4,-62.6,20.2
Bibb Falk,not_HOF,1353,5264,69,655,784,47,0.314,0.372,0.449,111,67.7,-55.9,20.1
Ken Oberkfell,not_HOF,1602,5528,29,558,446,62,0.278,0.351,0.362,98,-19.9,32.1,20
Charlie Maxwell,not_HOF,1133,3796,148,478,532,18,0.264,0.36,0.451,117,82.8,-5.1,19.9
Jed Lowrie,not_HOF,1307,5196,121,590,594,8,0.257,0.33,0.406,103,7.3,12.6,19.9
Duke Farrell,not_HOF,1563,6254,51,826,912,150,0.275,0.337,0.383,98,-45.4,21.8,19.9
Roy McMillan,not_HOF,2093,7653,68,739,594,41,0.243,0.314,0.321,73,-258.2,210.6,19.9
Tommy Davis,not_HOF,1999,7739,153,811,1052,136,0.294,0.329,0.405,107,73.1,-138.4,19.9
Carl Reynolds,not_HOF,1222,4879,80,672,699,112,0.302,0.346,0.458,105,37.3,-8.2,19.8
Neil Walker,not_HOF,1306,5152,149,611,609,32,0.267,0.338,0.426,111,63.3,-36.7,19.8
Eric Young Sr.,not_HOF,1730,6996,79,996,543,465,0.283,0.359,0.39,94,-30.9,5.9,19.8
Fred Snodgrass,not_HOF,923,3658,11,453,351,215,0.275,0.367,0.359,114,74.1,-10.3,19.7
Mike Lieberthal,not_HOF,1212,4695,150,534,610,8,0.274,0.337,0.446,100,-15,64.8,19.7
Red Murray,not_HOF,1264,4786,37,555,579,321,0.27,0.323,0.379,107,67.6,-47.4,19.7
Whit Merrifield,not_HOF,1147,4866,94,632,485,218,0.28,0.328,0.413,99,24.7,3.6,19.7
Jeff Blauser,not_HOF,1407,5271,122,691,513,65,0.262,0.354,0.406,106,31.9,-11.5,19.7
Billy Shindle,not_HOF,1422,6326,31,992,758,318,0.269,0.323,0.357,89,-97.1,68.4,19.7
Gee Walker,not_HOF,1784,7211,124,954,997,223,0.294,0.331,0.43,97,-11.2,-42.5,19.7
Willie Crawford,not_HOF,1210,3925,86,507,419,47,0.268,0.349,0.408,116,67.8,-14,19.6
Bug Holliday,not_HOF,928,4036,65,728,617,248,0.311,0.376,0.448,120,134.8,-58.3,19.6
Wid Conroy,not_HOF,1374,5592,22,605,452,262,0.248,0.301,0.329,90,-45.4,47.3,19.6
Jimmy Austin,not_HOF,1579,6302,13,661,390,244,0.246,0.326,0.314,90,-67.4,38.6,19.6
Jack Farrell,not_HOF,884,3815,23,584,370,87,0.243,0.283,0.333,97,-14.2,79.3,19.5
Joe Cunningham,not_HOF,1141,4061,64,525,436,16,0.291,0.403,0.417,124,113.8,-51.5,19.5
Bob Horner,not_HOF,1020,4213,218,560,684,14,0.277,0.34,0.499,126,119,-73.2,19.5
Jerry Priddy,not_HOF,1296,5428,61,612,541,44,0.265,0.353,0.373,98,-26.5,31.2,19.5
Jose Cruz Jr.,not_HOF,1388,5448,204,713,624,113,0.247,0.337,0.445,101,20.8,-6.8,19.5
Jim Gantner,not_HOF,1801,6787,47,726,568,137,0.274,0.319,0.351,87,-106.5,75.3,19.5
Rube Bressler,not_HOF,1305,4498,32,544,586,47,0.301,0.378,0.413,112,72.3,-26.7,19.4
Bill Melton,not_HOF,1144,4558,160,496,591,23,0.253,0.337,0.419,113,62.9,-27.4,19.4
Austin Jackson,not_HOF,1115,4653,65,621,381,114,0.273,0.333,0.396,100,18.9,13,19.4
Terry Moore,not_HOF,1298,5204,80,719,513,82,0.28,0.34,0.399,99,4.9,19.3,19.4
Chico Carrasquel,not_HOF,1325,5259,55,568,474,31,0.258,0.333,0.342,85,-97.4,117.9,19.4
Stan Javier,not_HOF,1763,5755,57,781,503,246,0.269,0.345,0.363,95,-5.7,10.9,19.4
Ryan Howard,not_HOF,1572,6531,382,848,1194,12,0.258,0.343,0.515,121,137.3,-146.7,19.4
Matty McIntyre,not_HOF,1072,4512,4,562,319,120,0.269,0.346,0.343,111,43.6,-11.9,19.3
Steve Kemp,not_HOF,1168,4714,130,581,634,39,0.278,0.367,0.431,121,113.9,-84.5,19.3
Don Hoak,not_HOF,1263,4945,89,598,498,64,0.265,0.345,0.396,100,-2.1,31.5,19.3
Dexter Fowler,not_HOF,1460,5902,127,817,517,149,0.259,0.358,0.417,107,76.8,-78.2,19.3
Raul Ibanez,not_HOF,2161,8278,305,1055,1207,50,0.272,0.335,0.465,110,95.1,-174.9,19.3
Mack Jones,not_HOF,1002,3584,133,485,415,65,0.252,0.347,0.444,122,88.9,-35.6,19.2
Milton Bradley,not_HOF,1042,4181,125,541,481,88,0.271,0.364,0.44,114,64.3,-10.5,19.2
David Freese,not_HOF,1184,4229,113,481,535,8,0.277,0.351,0.423,115,46.8,4.4,19.2
Jim Delahanty,not_HOF,1186,4688,19,520,489,151,0.283,0.357,0.373,121,101.9,-92.2,19.2
Ned Hanlon,not_HOF,1267,5563,30,930,517,329,0.26,0.325,0.34,104,56.1,-58.3,19.2
Tony Taylor,not_HOF,2195,8501,75,1005,598,234,0.261,0.321,0.352,89,-106.6,0.8,19.2
Ångel Pagan,not_HOF,1124,4465,64,584,414,176,0.28,0.33,0.408,102,51.3,-6.2,19.1
Max Kepler,not_HOF,1199,4725,179,612,560,38,0.235,0.316,0.425,101,8.9,20.1,19.1
Frankie Hayes,not_HOF,1364,5121,119,545,628,30,0.259,0.343,0.4,98,-19.2,26.3,19.1
Marco Scutaro,not_HOF,1391,5486,77,683,509,55,0.277,0.341,0.388,96,-23.3,26,19.1
Bud Harrelson,not_HOF,1533,5516,7,539,267,127,0.236,0.327,0.288,80,-116.8,115.5,19.1
Sparky Adams,not_HOF,1424,6174,9,844,394,154,0.286,0.343,0.353,86,-117.7,99.6,19.1
Jim McTamany,not_HOF,813,3682,19,693,334,255,0.256,0.373,0.355,118,102.8,-31.3,19
Ed Charles,not_HOF,1005,3909,86,438,421,86,0.263,0.33,0.397,103,19.1,41.9,19
Vince DiMaggio,not_HOF,1110,4310,125,491,584,79,0.249,0.324,0.413,106,42.9,8.3,19
Dale Mitchell,not_HOF,1127,4357,41,555,403,45,0.312,0.368,0.416,114,67,-25.3,19
Gus Triandos,not_HOF,1206,4426,167,389,608,1,0.244,0.322,0.413,102,13.6,30,19
Josh Willingham,not_HOF,1147,4616,195,564,632,35,0.253,0.358,0.465,122,122,-86.3,19
Cecil Fielder,not_HOF,1470,5939,319,744,1008,2,0.255,0.345,0.482,118,122.7,-136.1,19
Pat Burrell,not_HOF,1640,6520,292,767,976,7,0.253,0.361,0.472,117,116.4,-138.7,19
George Harper,not_HOF,1073,3927,91,505,528,58,0.303,0.38,0.455,117,90.5,-29.1,18.9
Pete O'Brien,not_HOF,1567,6168,169,654,736,24,0.261,0.336,0.409,103,9.8,-24.7,18.9
Mark Loretta,not_HOF,1726,6558,76,768,629,47,0.295,0.36,0.395,100,-19.7,-4,18.9
Pablo Sandoval,not_HOF,1380,5052,153,548,639,12,0.278,0.33,0.443,110,24.9,-3.2,18.8
Carlos Pena,not_HOF,1493,5893,286,745,818,29,0.232,0.346,0.462,117,128.1,-137.8,18.8
Bill Buckner,not_HOF,2517,10037,174,1077,1208,183,0.289,0.321,0.408,97,-27.6,-120.9,18.8
William Robinson,not_HOF,978,4167,15,697,399,272,0.241,0.375,0.323,111,75.8,-30.9,18.7
Earl Sheely,not_HOF,1234,5263,48,572,747,33,0.3,0.383,0.399,106,42.2,-39.7,18.7
Lee Lacy,not_HOF,1523,5004,91,650,458,185,0.286,0.339,0.41,109,54.2,-41.9,18.6
Mookie Wilson,not_HOF,1403,5442,67,731,438,327,0.274,0.314,0.386,96,3.3,-0.8,18.6
Erick Aybar,not_HOF,1454,5627,58,643,473,155,0.271,0.313,0.372,88,-59.2,48.2,18.6
Jo-Jo Moore,not_HOF,1335,5848,79,809,513,46,0.298,0.344,0.408,106,47.6,-47.5,18.6
Adam Eaton,not_HOF,915,3910,66,566,319,87,0.276,0.354,0.409,109,64.1,-12.5,18.5
Steve Yeager,not_HOF,1269,4015,102,357,410,14,0.228,0.298,0.355,82,-86.1,134.6,18.5
Tommy Pham,not_HOF,1241,4828,149,652,522,131,0.256,0.344,0.422,111,76,-55.2,18.4
Steve O'Neill,not_HOF,1590,5560,13,448,537,30,0.263,0.349,0.337,91,-68.7,58.3,18.4
Ian Desmond,not_HOF,1478,5944,181,724,711,181,0.263,0.315,0.427,96,-10,-3.3,18.4
Glenn Davis,not_HOF,1015,4189,190,510,603,28,0.259,0.332,0.467,122,103.2,-65.3,18.3
Jorge Polanco,not_HOF,1088,4522,154,550,570,61,0.263,0.33,0.442,112,64.4,-38.6,18.3
